0.10497812	1.5967197	0.91149116	-1.5637991	-1.4748591
1.4362929	1.5960526	0.32010758	0.09047796	0.37714267
0.5961955	0.63711953	0.51118124	-0.62713283	0.31948462
0.036759794	-0.37337947	0.9565064	-1.9999634	0.09712031
1.4953282	1.8742609	0.55433923	0.049499173	0.3066649
0.81746525	-0.34374306	0.4198635	-1.0007871	0.91194624
0.41389084	0.40091997	0.5179529	-0.8637765	0.22854027
0.1441517	1.6497657	0.9883212	-1.5248176	-1.467692
0.7194051	1.4632245	0.3466167	-0.2864487	-0.4137931
0.5101258	1.6053019	0.55095315	-0.6079644	-0.6533362
1.508724	0.60295075	0.14550787	-0.14153203	1.0153247
1.0512128	1.3088875	1.4652456	-0.26741898	-0.028031593
0.9686578	1.3300027	0.9164126	-0.37940592	0.4555925
0.21512881	0.3050819	1.226796	-1.4366783	0.22280817
-0.08241459	0.34334636	0.81885755	-1.6103364	-0.5275603
1.1037991	1.4926778	1.3116637	-0.18972449	-0.052226134
1.0956385	1.4443544	1.4679534	-0.24471931	-0.08398073
0.18322839	0.46721268	0.7468628	-1.6203358	0.6050128
-0.025679134	-0.15721801	1.338982	-2.2525415	-0.017775264
0.86525035	1.3898205	0.39842254	-0.60724384	0.73731977
0.55396104	1.7803018	0.608667	-0.6232468	-0.5994123
0.49402952	0.82716876	0.7018826	-0.7522987	0.2142947
0.0986441	-0.2902077	0.91978717	-2.290023	0.55388665
1.1198003	1.1720862	0.5949161	-0.17430128	0.59139985
0.7539507	2.258201	2.6431692	-2.1934855	0.64419436
1.2159001	0.38715854	1.9940696	-0.18249545	-0.9601534
1.2746485	0.97658724	0.9010858	0.2057182	-0.1918995
1.3904755	1.3043703	0.7520566	0.23135437	0.0065992367
0.1377708	0.92857456	0.34002367	-1.4234068	-1.8698404
1.4272964	0.33803776	0.522424	0.0166358	0.65719086
0.3428534	0.23706564	0.26753694	-1.840807	1.0674747
0.38953757	0.63248926	0.77649033	-0.90015733	0.14212617
1.240253	0.867476	1.2533941	0.11599361	-0.28247538
0.9447041	1.3544441	0.7247478	-0.4068252	0.5158887
0.32071924	0.4520021	1.8250611	-1.2989503	-0.25013128
1.3011415	1.0380318	1.1030496	0.18097156	-0.20428798
-0.101098195	0.6554081	0.9474362	-1.6118075	-0.71106595
-0.03007446	1.4545511	0.53853863	-1.9675565	-1.7281427
0.1241411	-0.4127823	0.7091837	-2.17239	0.5421352
0.641214	1.6884288	0.6591979	-0.47124633	-0.5998136
1.405642	1.1334633	0.8167045	0.3028032	-0.2566337
1.1236496	1.2021661	1.0529125	-0.06486576	0.15650736
0.5075971	0.8990409	1.4468738	-0.7104262	-1.2064923
1.1334804	1.4353018	1.5440212	-0.23477237	-0.046350554
0.5836238	0.53581285	0.28120965	-0.87949216	0.6620359
1.6683093	1.7874166	0.22523583	-0.094308935	0.91653085
1.0096226	1.2326869	0.24796219	-0.47651753	0.8642583
0.6729966	0.8535819	1.417863	-0.46743456	-1.1920863
0.466184	0.90390545	0.69510674	-0.5817646	-0.28087112
0.4817858	0.91210085	0.8759027	-0.59238756	-0.353065
0.6785474	1.4263176	0.07912421	-0.41467953	-0.078126006
0.28602713	0.1309607	0.5965624	-1.6193383	0.82345486
0.39224193	-0.22903924	1.325902	-1.0007912	-0.32388225
0.6877809	1.5452772	0.5842497	-0.3370457	-0.63194954
1.5148826	1.5038689	0.029646402	-0.059716742	0.8311702
-0.095910385	-0.04483838	0.63126224	-1.9487569	-0.10266347
0.7011979	-0.62150294	0.7483234	-0.9755075	0.5104405
1.8326873	0.3208316	-0.16642796	0.2815344	0.39633268
0.14012888	0.2718961	1.1273781	-1.5939295	0.27691764
1.382952	0.88206816	0.62943226	0.08850912	0.47695142
1.6627882	0.16958943	-0.0071606217	0.21977732	0.38973564
-0.048276782	0.24701789	0.5176408	-1.5926052	-0.18117955
0.10995869	0.9978619	0.31009105	-1.3089337	-1.6095108
0.4290419	0.8539839	0.17608902	-0.836256	0.2801746
0.22746985	-0.13879262	0.0006281821	-1.8129458	0.6381107
1.264155	0.015516518	1.1318024	-0.115460455	0.3806064
0.8513458	2.4259648	2.9109843	-2.2959766	0.652305
-0.10068049	0.3335693	0.98530686	-1.6237993	-0.68650955
1.5431064	0.6693687	0.35649204	0.20025294	0.56353545
0.7391058	-0.8367557	1.3696501	-1.0910465	0.264697
0.27993158	0.4102656	1.8609172	-1.4095265	-0.28510535
0.5648074	0.42844865	0.47108796	-0.99262977	0.7284569
0.932089	1.5520322	0.5709234	-0.61172676	0.75597644
0.5825804	0.3789531	0.2929048	-0.8967657	0.65687406
-0.11154275	0.6828923	1.0495725	-1.743168	-0.6971183
0.17340022	0.45758307	0.881817	-1.7663677	0.63766795
-0.10595681	0.7155508	0.99768215	-1.6617178	-0.71519613
0.13421722	1.0097189	0.3133593	-1.306974	-1.5905621
0.79231256	0.7723169	-0.4906424	-0.8000272	0.75413674
0.27924794	-0.004033358	1.0064532	-1.4156723	0.4533586
0.46206054	1.3371253	1.5089983	-0.86498344	-0.7794219
1.2701002	1.2191218	1.2285905	0.11952111	-0.38144916
1.0252625	0.80364436	2.2469993	-0.47071803	-0.7029676
1.2614167	0.5266237	2.171099	-0.24175586	-1.0885038
1.1223409	-0.57053214	0.11081407	-0.45804322	0.33594567
1.5311743	1.5586215	0.41398805	0.2345452	0.23333155
0.9174484	-0.35721686	0.23541255	-1.3491167	1.3201652
0.39253196	-0.15513405	1.4458369	-0.9992758	-0.5368865
2.0688794	1.6291237	0.2625178	0.42860684	0.48352963
0.9725037	1.1911284	-0.085399	-0.8020727	1.1605102
0.18169704	1.1972681	0.80222744	-1.0953357	-1.2975845
0.1895501	0.6564439	-0.08827802	-1.5880618	-1.9932736
0.6615239	0.7095447	0.3653681	-0.8045951	0.70631343
1.0375253	1.4066337	1.0221821	-0.414987	0.5568666
1.5378722	0.5930294	-0.021730613	-0.040213667	0.9016423
0.10513588	0.9953416	0.4500576	-1.4787554	-1.8367167
-0.014480812	-0.009790719	0.28922027	-1.6466663	-0.088070214
1.2703358	1.0743788	1.3124838	0.12210984	-0.3222765
0.61535835	1.5850757	0.8113784	-0.46699205	-0.68108165
-0.05180664	-0.034051653	1.1085793	-1.7421042	-0.30697408
0.62298024	1.4481599	1.3926145	-1.4819754	0.9783227
0.530856	0.53076565	0.77223355	-0.64657384	0.12510456
1.0051491	0.7572691	2.1581743	-0.4624742	-0.5421016
1.33473	0.3647193	0.13741636	-0.19611189	0.8940155
1.0150157	-0.30411628	0.4115992	-1.3313437	1.4552772
0.2049957	-0.23515238	-0.029968435	-1.7767498	0.5164239
0.0984476	0.5655519	1.7339298	-1.9491305	0.16235572
-0.14801243	-0.44545066	0.7828631	-2.6308916	-0.20037778
1.650406	0.6338707	-0.0829615	-0.37089962	1.4025367
0.6937179	1.4717124	1.8956484	-1.3967106	0.6953844
0.72313154	-0.17901541	0.6976998	-1.076383	0.9095037
1.0184139	-0.8491173	0.23798157	-0.65436065	0.258868
-0.03149364	0.43662375	0.535088	-1.4628736	-1.266523
0.5803014	0.9602221	1.5284858	-0.6589905	-1.274824
1.3974179	1.2515749	0.19058503	0.16192406	0.3620908
1.2248536	0.8560241	0.34981456	0.10367673	0.28170067
0.071942225	-0.43224323	0.60829073	-2.2552702	0.41426134
0.9681632	1.9460802	1.14454	-0.5976451	0.42618752
-0.014822474	-0.08744538	0.1388636	-1.6223477	-0.78437257
1.3256223	0.87352943	0.79649067	0.27236444	-0.1154401
0.65764916	1.0851	-0.26322815	-0.34615055	-0.67514
0.5305593	0.34746325	1.0185755	-0.65548676	-0.014766406
2.0056221	-0.1043173	0.055113018	-0.99130386	2.1243663
1.2556415	0.59135115	1.5135978	0.10092748	-0.70317006
0.71342707	-0.5433828	0.40033793	-1.082431	0.7323402
0.27144143	0.3196529	1.7355424	-1.3939412	-0.11951607
0.63318247	-0.034494177	0.85896933	-0.7257267	0.36481607
0.6322535	1.123539	0.3177013	-0.43417487	-1.5913391
0.70050466	1.1844797	-0.04066567	-0.37828672	0.072962
0.5563303	0.53300565	0.10446742	-0.96950185	0.71438295
0.5474175	0.039860982	1.6269549	-0.8160262	-0.39375243
0.8163472	-0.30062675	0.24690188	-0.9500931	0.88473624
0.24176913	0.31508964	1.30741	-1.5213635	0.34793314
0.7465758	1.7219328	-0.42584178	-0.5219266	-0.07089725
0.11036937	0.22185549	-0.15102884	-1.6059245	-1.6215998
0.616449	0.92826927	1.4877851	-0.59293205	-1.3194966
-0.08788812	0.09380279	0.46054944	-1.6470332	-0.86935675
0.7361317	-0.3314166	0.67056876	-0.76197624	0.53049695
0.41190863	1.3411102	1.5042642	-0.90839344	-0.88498574
0.72562224	1.1233798	0.8987153	-0.22462949	-0.84651965
0.5292379	0.2667449	0.47297207	-0.71225893	0.2880087
-0.041144073	0.07728251	1.2608448	-1.7173115	-0.6086504
0.52776253	0.1875476	1.1407121	-0.6242789	-0.3431737
0.7091721	1.4481058	1.9132181	-1.3621482	0.641001
0.35115346	0.43039212	1.8830209	-1.3355016	-0.17161892
0.9964329	1.3854071	1.181044	-0.4162931	0.4210182
0.003524116	0.5530806	0.21775138	-1.4420643	-1.3433894
0.33486378	0.82696235	-0.05415527	-0.7202036	-0.7938223
1.3882723	0.795839	0.41943526	-0.18853182	0.9634271
-0.004994925	0.8104856	1.048833	-1.4202825	-1.0141395
0.8389177	2.1780465	2.4463782	-2.2087169	1.0539651
1.365799	1.0869774	1.2440342	0.19964607	-0.2693571
0.9773645	0.0344181	-0.25887635	-0.35304555	0.23970297
1.8776366	0.5488918	-0.2805982	0.10816972	0.84078234
1.0298997	1.1896441	0.6921871	-0.53966194	0.9051137
0.7219292	1.6348665	2.2976658	-1.3786364	0.23127891
0.33395535	0.2915482	1.009405	-1.627896	0.85321623
0.64589447	1.5083741	1.1980405	-1.4571769	1.1190203
0.22389846	0.28400123	1.5326025	-1.6172572	0.30674428
0.68785495	1.0635338	0.86067784	-0.24854548	-0.8323151
1.3489703	1.0093557	1.2467431	0.21190655	-0.41745204
0.4399876	-0.41443017	0.7919314	-1.0009344	0.12655456
1.4259021	0.40401807	0.7750079	0.25727215	0.12306006
0.098427005	0.95332104	0.46861205	-1.4911115	-1.8247821
0.8843054	-0.3395202	0.35941854	-1.4317503	1.3703929
0.3447856	0.27802697	0.5699355	-1.859251	1.0751867
0.46005306	0.07987014	0.74653447	-0.8302392	0.16184013
